11,0,1,2,3,4,5,6,7
159984,../../Dataset/Train/net.relaxio.relaxio,White Noise Generator _25,White Noise Generator _25_5,White Noise Generator _25_5_3,train,are my preferences distributed to outside companies?,Collected information are anonymized and merged from thousands of users.,Relevant
160035,../../Dataset/Train/net.relaxio.relaxio,White Noise Generator _25,White Noise Generator _25_7,White Noise Generator _25_7_2,train,will my information be shared with similar companies?,"           We use Google Analytics to collect the usage data, optimize user experience and make the app better.",Relevant
160036,../../Dataset/Train/net.relaxio.relaxio,White Noise Generator _25,White Noise Generator _25_7,White Noise Generator _25_7_3,train,will my information be shared with similar companies?,Collected information are anonymized and merged from thousands of users.,Relevant
160241,../../Dataset/Train/net.relaxio.relaxio,White Noise Generator _25,White Noise Generator _25_15,White Noise Generator _25_15_0,train,what data does the app collect?,           Some information about you we collect passively - information that your phone send automatically while you use our Apps.,Relevant
160242,../../Dataset/Train/net.relaxio.relaxio,White Noise Generator _25,White Noise Generator _25_15,White Noise Generator _25_15_1,train,what data does the app collect?,"Other information we actively solicit, such as your email address when you write us an email.",Relevant
160345,../../Dataset/Train/net.relaxio.relaxio,White Noise Generator _25,White Noise Generator _25_19,White Noise Generator _25_19_0,train,does the app send my location info to its server?,           Some information about you we collect passively - information that your phone send automatically while you use our Apps.,Relevant
160357,../../Dataset/Train/net.relaxio.relaxio,White Noise Generator _25,White Noise Generator _25_19,White Noise Generator _25_19_12,train,does the app send my location info to its server?,We do not use AdMob's optional GPS/location-based ad targeting.,Relevant
160371,../../Dataset/Train/net.relaxio.relaxio,White Noise Generator _25,White Noise Generator _25_20,White Noise Generator _25_20_0,train,will it be able to access my location?,           Some information about you we collect passively - information that your phone send automatically while you use our Apps.,Relevant
160383,../../Dataset/Train/net.relaxio.relaxio,White Noise Generator _25,White Noise Generator _25_20,White Noise Generator _25_20_12,train,will it be able to access my location?,We do not use AdMob's optional GPS/location-based ad targeting.,Relevant
160397,../../Dataset/Train/net.relaxio.relaxio,White Noise Generator _25,White Noise Generator _25_21,White Noise Generator _25_21_0,train,is my sleep schedule being tracked?,           Some information about you we collect passively - information that your phone send automatically while you use our Apps.,Relevant
160402,../../Dataset/Train/net.relaxio.relaxio,White Noise Generator _25,White Noise Generator _25_21,White Noise Generator _25_21_5,train,is my sleep schedule being tracked?,"The collected information includes, but is not limited to, device state information, unique device identifiers, device hardware and OS information, IP Addresses and information relating to how application functions.",Relevant
160403,../../Dataset/Train/net.relaxio.relaxio,White Noise Generator _25,White Noise Generator _25_21,White Noise Generator _25_21_6,train,is my sleep schedule being tracked?,For information regarding how Google uses data please visit How Google uses data when you use our partners' sites or apps,Relevant
160470,../../Dataset/Train/net.relaxio.relaxio,White Noise Generator _25,White Noise Generator _25_23,White Noise Generator _25_23_21,train,how will my password be stored?,We will take all steps reasonably necessary to ensure that your data is treated securely and in accordance with this privacy policy.,Relevant
160475,../../Dataset/Train/net.relaxio.relaxio,White Noise Generator _25,White Noise Generator _25_24,White Noise Generator _25_24_0,train,can it see how often i access the app?,           Some information about you we collect passively - information that your phone send automatically while you use our Apps.,Relevant
160476,../../Dataset/Train/net.relaxio.relaxio,White Noise Generator _25,White Noise Generator _25_24,White Noise Generator _25_24_1,train,can it see how often i access the app?,"Other information we actively solicit, such as your email address when you write us an email.",Relevant
160657,../../Dataset/Train/net.relaxio.relaxio,White Noise Generator _25,White Noise Generator _25_31,White Noise Generator _25_31_0,train,is geofencing used to track my location data?,           Some information about you we collect passively - information that your phone send automatically while you use our Apps.,Relevant
160669,../../Dataset/Train/net.relaxio.relaxio,White Noise Generator _25,White Noise Generator _25_31,White Noise Generator _25_31_12,train,is geofencing used to track my location data?,We do not use AdMob's optional GPS/location-based ad targeting.,Relevant
160735,../../Dataset/Train/net.relaxio.relaxio,White Noise Generator _25,White Noise Generator _25_34,White Noise Generator _25_34_0,train,what sort of data will this app collect about me?,           Some information about you we collect passively - information that your phone send automatically while you use our Apps.,Relevant
160736,../../Dataset/Train/net.relaxio.relaxio,White Noise Generator _25,White Noise Generator _25_34,White Noise Generator _25_34_1,train,what sort of data will this app collect about me?,"Other information we actively solicit, such as your email address when you write us an email.",Relevant
160761,../../Dataset/Train/net.relaxio.relaxio,White Noise Generator _25,White Noise Generator _25_35,White Noise Generator _25_35_0,train,"is my location being shared with the app and, if so, for what purpose?",           Some information about you we collect passively - information that your phone send automatically while you use our Apps.,Relevant
160773,../../Dataset/Train/net.relaxio.relaxio,White Noise Generator _25,White Noise Generator _25_35,White Noise Generator _25_35_12,train,"is my location being shared with the app and, if so, for what purpose?",We do not use AdMob's optional GPS/location-based ad targeting.,Relevant
160990,../../Dataset/Train/net.relaxio.relaxio,White Noise Generator _25,White Noise Generator _25_43,White Noise Generator _25_43_21,train,will my personal information be easily hacked or sold to companies?,We will take all steps reasonably necessary to ensure that your data is treated securely and in accordance with this privacy policy.,Relevant
161006,../../Dataset/Train/net.relaxio.relaxio,White Noise Generator _25,White Noise Generator _25_44,White Noise Generator _25_44_11,train,will i get ads based on my playlist?,"AdSense and AdMob are advertising services provided by Google Inc through which third parties may be using cookies, web beacons, and other technologies to collect information and usage data as a result of ad serving.",Relevant
161047,../../Dataset/Train/net.relaxio.relaxio,White Noise Generator _25,White Noise Generator _25_46,White Noise Generator _25_46_0,train,will the app track how i use it?,           Some information about you we collect passively - information that your phone send automatically while you use our Apps.,Relevant
161048,../../Dataset/Train/net.relaxio.relaxio,White Noise Generator _25,White Noise Generator _25_46,White Noise Generator _25_46_1,train,will the app track how i use it?,"Other information we actively solicit, such as your email address when you write us an email.",Relevant
161073,../../Dataset/Train/net.relaxio.relaxio,White Noise Generator _25,White Noise Generator _25_47,White Noise Generator _25_47_0,train,will the app track when i use it?,           Some information about you we collect passively - information that your phone send automatically while you use our Apps.,Relevant
161074,../../Dataset/Train/net.relaxio.relaxio,White Noise Generator _25,White Noise Generator _25_47,White Noise Generator _25_47_1,train,will the app track when i use it?,"Other information we actively solicit, such as your email address when you write us an email.",Relevant
161101,../../Dataset/Train/net.relaxio.relaxio,White Noise Generator _25,White Noise Generator _25_48,White Noise Generator _25_48_2,train,will any personal information be shared with third parties?,"           We use Google Analytics to collect the usage data, optimize user experience and make the app better.",Relevant
161102,../../Dataset/Train/net.relaxio.relaxio,White Noise Generator _25,White Noise Generator _25_48,White Noise Generator _25_48_3,train,will any personal information be shared with third parties?,Collected information are anonymized and merged from thousands of users.,Relevant
