11,0,1,2,3,4,5,6,7
150411,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_16,Dictionary _22_16_10,train,will i have to put any of my personal info into the website?,contact information including email address,Relevant
150412,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_16,Dictionary _22_16_11,train,will i have to put any of my personal info into the website?,"demographic information such as country, language, operating system and postcode",Relevant
150413,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_16,Dictionary _22_16_12,train,will i have to put any of my personal info into the website?,"purchase and upgrade history, and other information relevant to customer surveys and/or offers",Relevant
150425,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_16,Dictionary _22_16_24,train,will i have to put any of my personal info into the website?,The file is added and the cookie helps analyse web traffic or lets you know when you visit a particular site.,Relevant
150428,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_16,Dictionary _22_16_27,train,will i have to put any of my personal info into the website?,"We use traffic log cookies to identify which pages are being used, e.g.",Relevant
150457,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_17,Dictionary _22_17_6,train,what info of mine will be shared with the website?,"In most apps, including Android, iOS and Windows Store apps, WordWeb Software collects no information about you during routine use of the apps.",Relevant
150458,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_17,Dictionary _22_17_7,train,what info of mine will be shared with the website?,Your IP address may be available to external web sites that you view.,Relevant
150459,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_17,Dictionary _22_17_8,train,what info of mine will be shared with the website?,"When using our websites, or obtaining apps from an app store, we may collect the following information where relevant:",Relevant
150460,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_17,Dictionary _22_17_9,train,what info of mine will be shared with the website?,"name, job title and company",Relevant
150461,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_17,Dictionary _22_17_10,train,what info of mine will be shared with the website?,contact information including email address,Relevant
150462,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_17,Dictionary _22_17_11,train,what info of mine will be shared with the website?,"demographic information such as country, language, operating system and postcode",Relevant
150463,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_17,Dictionary _22_17_12,train,what info of mine will be shared with the website?,"purchase and upgrade history, and other information relevant to customer surveys and/or offers",Relevant
150475,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_17,Dictionary _22_17_24,train,what info of mine will be shared with the website?,The file is added and the cookie helps analyse web traffic or lets you know when you visit a particular site.,Relevant
150478,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_17,Dictionary _22_17_27,train,what info of mine will be shared with the website?,"We use traffic log cookies to identify which pages are being used, e.g.",Relevant
150545,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_18,Dictionary _22_18_44,train,will any of my info be public?,"We will not sell, distribute or lease your personal information to third parties.",Relevant
150595,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_19,Dictionary _22_19_44,train,will others be able to see me using it?,"We will not sell, distribute or lease your personal information to third parties.",Relevant
150609,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_20,Dictionary _22_20_8,train,are my searches logged?,"When using our websites, or obtaining apps from an app store, we may collect the following information where relevant:",Relevant
150610,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_20,Dictionary _22_20_9,train,are my searches logged?,"name, job title and company",Relevant
150611,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_20,Dictionary _22_20_10,train,are my searches logged?,contact information including email address,Relevant
150612,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_20,Dictionary _22_20_11,train,are my searches logged?,"demographic information such as country, language, operating system and postcode",Relevant
150613,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_20,Dictionary _22_20_12,train,are my searches logged?,"purchase and upgrade history, and other information relevant to customer surveys and/or offers",Relevant
150695,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_21,Dictionary _22_21_44,train,who has access to my searches?,"We will not sell, distribute or lease your personal information to third parties.",Relevant
150745,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_22,Dictionary _22_22_44,train,do you sell my information to third parties?,"We will not sell, distribute or lease your personal information to third parties.",Relevant
150772,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_23,Dictionary _22_23_21,train,how is my privacy protected?,We are committed to ensuring that your information is secure.,Relevant
150773,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_23,Dictionary _22_23_22,train,how is my privacy protected?,"In order to prevent unauthorised access or disclosure, we have put in place suitable physical, electronic and managerial procedures to safeguard and secure the information we collect online.",Relevant
150824,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_24,Dictionary _22_24_23,train,do yu use 3rd party cookies and why?,A cookie is a small file which asks permission to be placed on your computer's hard drive.,Relevant
150825,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_24,Dictionary _22_24_24,train,do yu use 3rd party cookies and why?,The file is added and the cookie helps analyse web traffic or lets you know when you visit a particular site.,Relevant
150826,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_24,Dictionary _22_24_25,train,do yu use 3rd party cookies and why?,Cookies allow web applications to respond to you as an individual.,Relevant
150827,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_24,Dictionary _22_24_26,train,do yu use 3rd party cookies and why?,"The web application can tailor its operations to your needs, for example displaying most relevant for your country of residence.",Relevant
150828,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_24,Dictionary _22_24_27,train,do yu use 3rd party cookies and why?,"We use traffic log cookies to identify which pages are being used, e.g.",Relevant
150829,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_24,Dictionary _22_24_28,train,do yu use 3rd party cookies and why?,Google Analytics.,Relevant
150830,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_24,Dictionary _22_24_29,train,do yu use 3rd party cookies and why?,This helps us analyse data about webpage traffic and improve our website in order to tailor it to customer needs.,Relevant
150831,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_24,Dictionary _22_24_30,train,do yu use 3rd party cookies and why?,We only use this information for statistical analysis purposes and then the data is removed from the system.,Relevant
150832,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_24,Dictionary _22_24_31,train,do yu use 3rd party cookies and why?,"Overall, cookies help us provide you with a better website by enabling us to remember your locale and payment currency, as well as licensing information for existing customers.",Relevant
150833,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_24,Dictionary _22_24_32,train,do yu use 3rd party cookies and why?,"A cookie in no way gives us access to your computer or any information about you, other than the data you choose to share with us.",Relevant
150834,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_24,Dictionary _22_24_33,train,do yu use 3rd party cookies and why?,You can choose to accept or decline cookies.,Relevant
150835,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_24,Dictionary _22_24_34,train,do yu use 3rd party cookies and why?,"Most web browsers automatically accept cookies, but you can usually modify your browser setting to decline cookies if you prefer.",Relevant
150836,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_24,Dictionary _22_24_35,train,do yu use 3rd party cookies and why?,This may prevent you from taking full advantage of the website.,Relevant
150864,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_25,Dictionary _22_25_13,train,who can see what i'm searching for?,"We require this information to understand your needs and provide you with a better service, and in particular for the following reasons:",Relevant
150865,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_25,Dictionary _22_25_14,train,who can see what i'm searching for?,Internal record keeping.,Relevant
150866,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_25,Dictionary _22_25_15,train,who can see what i'm searching for?,We may use the information to improve our products and services.,Relevant
150867,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_25,Dictionary _22_25_16,train,who can see what i'm searching for?,"We may periodically send promotional emails about new products, upgrades, special offers or other information which we think you may find interesting using the email address which you have provided.",Relevant
150868,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_25,Dictionary _22_25_17,train,who can see what i'm searching for?,Customers who purchase directly from our site (rather than via app stores) can change the email preferences on the  data options page.,Relevant
150869,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_25,Dictionary _22_25_18,train,who can see what i'm searching for?,"From time to time, we may also use your information to contact you for market research purposes.",Relevant
150870,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_25,Dictionary _22_25_19,train,who can see what i'm searching for?,We would only contact you by email.,Relevant
150871,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_25,Dictionary _22_25_20,train,who can see what i'm searching for?,We may use the information to customise the website according to your interests.,Relevant
150895,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_25,Dictionary _22_25_44,train,who can see what i'm searching for?,"We will not sell, distribute or lease your personal information to third parties.",Relevant
150914,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_26,Dictionary _22_26_13,train,who can see my account information?,"We require this information to understand your needs and provide you with a better service, and in particular for the following reasons:",Relevant
150915,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_26,Dictionary _22_26_14,train,who can see my account information?,Internal record keeping.,Relevant
150916,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_26,Dictionary _22_26_15,train,who can see my account information?,We may use the information to improve our products and services.,Relevant
150917,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_26,Dictionary _22_26_16,train,who can see my account information?,"We may periodically send promotional emails about new products, upgrades, special offers or other information which we think you may find interesting using the email address which you have provided.",Relevant
150918,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_26,Dictionary _22_26_17,train,who can see my account information?,Customers who purchase directly from our site (rather than via app stores) can change the email preferences on the  data options page.,Relevant
150919,../../Dataset/Train/com.wordwebsoftware.android.wordweb,Dictionary _22,Dictionary _22_26,Dictionary _22_26_18,train,who can see my account information?,"From time to time, we may also use your information to contact you for market research purposes.",Relevant
